Case_number,District_code,Neighborhood_code,Neighborhood_name,Street_code,Street_name,Time,Pedestrian_cause,Coordinate_UTM_X_ED50 ,Coordinate_UTM_Y_ED50,Longitude,Latitude,Day,Holiday,Time_segment,Numero_expedient_count,Weekend Exit,Season,TM,PPT,VVM10,Weekend Return,Number of accidents by time segment
2021S000133    ,6,31,la Vila de Gràcia,208001,Torrent de l'Olla,15,Not pedestrian´s fault,429505.14,4584111.03,2.155.501.102,41.403.605.092,10/01/2021,Yes,18-22,1,False,Winter,7.5,5.2,2.1,Yes,2
2021S000134    ,5,23,Sarrià,282809,Riu de l'Or,16,Not pedestrian´s fault,426821.36,4583030.94,2.123.527.503,41.393.637.247,10/01/2021,Yes,18-22,1,False,Winter,7.5,5.2,2.1,Yes,2
2021S000135    ,5,27,el Putxet i el Farró,156407,Homer,19,Not pedestrian´s fault,428774.79,4584456.56,2.146.723.706,41.406.652.740,10/01/2021,Yes,14-18,1,False,Winter,7.5,5.2,2.1,Yes,1
2021S000136    ,6,30,la Salut,344000,Dalt,22,Not pedestrian´s fault,429468.19,4584748.86,2.154.984.718,41.409.346.551,10/01/2021,Yes,22-2,1,False,Winter,7.5,5.2,2.1,Yes,1
2021S000138    ,2,6,la Sagrada Família,238400,Padilla,7,Not pedestrian´s fault,431124.16,4584512.4,2.174.822.808,41.407.360.518,11/01/2021,No,6-10,1,False,Winter,6.0,0.0,1.7,No,5
2021S000137    ,10,64,el Camp de l'Arpa del Clot,18505,Aragó,7,Not pedestrian´s fault,431908.03,4584443.28,2.184.208.145,41.406.804.796,11/01/2021,No,6-10,1,False,Winter,6.0,0.0,1.7,No,5
2021S000142    ,2,6,la Sagrada Família,350308,València,9,Not pedestrian´s fault,431719.17,4584453.73,2.181.947.623,41.406.882.887,11/01/2021,No,6-10,1,False,Winter,6.0,0.0,1.7,No,5
2021S000140    ,2,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,9,Not pedestrian´s fault,429412.39,4581441.31,2.154.702.904,41.379.551.699,11/01/2021,No,6-10,2,False,Winter,6.0,0.0,1.7,No,5
2021S000139    ,10,68,el Poblenou,270901,Pujades,9,Not pedestrian´s fault,433488.85,4584083.12,2.203.159.250,41.403.693.356,11/01/2021,No,6-10,1,False,Winter,6.0,0.0,1.7,No,5
2021S000145    ,9,60,Sant Andreu,235809,Orfila,11,Not pedestrian´s fault,432546.23,4587708.1,2.191.478.612,41.436.263.868,11/01/2021,No,10-14,1,False,Winter,6.0,0.0,1.7,No,5
2021S000143    ,10,64,el Camp de l'Arpa del Clot,161407,Indústria,11,Not pedestrian´s fault,431516.3,4585204.63,2.179.435.644,41.413.628.738,11/01/2021,No,10-14,1,False,Winter,6.0,0.0,1.7,No,5
2021S000141    ,10,69,Diagonal Mar i el Front Marítim del Poblenou,701278,Taulat,11,Not pedestrian´s fault,434244.2,4584136.58,2.212.189.360,41.404.237.031,11/01/2021,No,10-14,1,False,Winter,6.0,0.0,1.7,No,5
2021S000144    ,2,6,la Sagrada Família,73900,Castillejos,13,Not pedestrian´s fault,431381.68,4584433.83,2.177.912.469,41.406.674.899,11/01/2021,No,10-14,1,False,Winter,6.0,0.0,1.7,No,5
2021S000146    ,10,72,Sant Martí de Provençals,3406,Agricultura,13,Disobey light traffic signal,433207.33,4585859.77,2.199.595.317,41.419.671.804,11/01/2021,No,10-14,1,False,Winter,6.0,0.0,1.7,No,5
2021S000149    ,2,7,la Dreta de l'Eixample,247659,Pau Claris,15,Not pedestrian´s fault,430229.84,4583119.55,2.164.284.577,41.394.738.417,11/01/2021,No,18-22,1,False,Winter,6.0,0.0,1.7,No,7
2021S000147    ,2,9,la Nova Esquerra de l'Eixample,287201,Roma,15,Not pedestrian´s fault,428666.23,4581702.72,2.145.749.570,41.381.840.288,11/01/2021,No,18-22,2,False,Winter,6.0,0.0,1.7,No,7
2021S000154    ,4,20,la Maternitat i Sant Ramon,310507,Sant Ramon Nonat,15,Not pedestrian´s fault,426262.21,4581078.96,2.117.077.512,41.376.005.488,11/01/2021,No,18-22,1,False,Winter,6.0,0.0,1.7,No,7
2021S000150    ,4,19,les Corts,343903,Corts,16,Not pedestrian´s fault,428271.89,4582620.38,2.140.925.209,41.390.070.237,11/01/2021,No,18-22,1,False,Winter,6.0,0.0,1.7,No,7
2021S000151    ,7,35,el Guinardó,194406,Maragall,16,Not pedestrian´s fault,431587.71,4585473.06,2.180.259.642,41.416.052.486,11/01/2021,No,18-22,3,False,Winter,6.0,0.0,1.7,No,7
2021S000148    ,9,59,el Bon Pastor,80101,Ciutat d'Asunción,17,Not pedestrian´s fault,433352.58,4587689.29,2.201.131.493,41.436.161.819,11/01/2021,No,18-22,2,False,Winter,6.0,0.0,1.7,No,7
2021S000155    ,10,72,Sant Martí de Provençals,342503,Treball,17,Not pedestrian´s fault,433214.59,4585655.93,2.199.704.707,41.417.836.479,11/01/2021,No,18-22,1,False,Winter,6.0,0.0,1.7,No,7
2021S000152    ,6,31,la Vila de Gràcia,356803,Verdi,18,Not pedestrian´s fault,429399.45,4584419.98,2.154.200.741,41.406.378.413,11/01/2021,No,14-18,1,False,Winter,6.0,0.0,1.7,No,6
2021S000153    ,2,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,19,Not pedestrian´s fault,429487.25,4582044.98,2.155.527.793,41.384.995.325,11/01/2021,No,14-18,1,False,Winter,6.0,0.0,1.7,No,6
2021S000158    ,8,50,les Roquetes,701267,Dalt (Besòs),19,Not pedestrian´s fault,431243.16,4588705.76,2.175.769.277,41.445.138.844,11/01/2021,No,14-18,1,False,Winter,6.0,0.0,1.7,No,6
2021S000156    ,2,10,Sant Antoni,246000,Parlament,19,Not pedestrian´s fault,430094.93,4581141.94,2.162.899.260,41.376.914.986,11/01/2021,No,14-18,1,False,Winter,6.0,0.0,1.7,No,6
2021S000157    ,5,23,Sarrià,320908,Sarrià a Vallvidrera,20,Not pedestrian´s fault,425348.55,4584835.86,2.105.689.392,41.409.757.869,11/01/2021,No,14-18,1,False,Winter,6.0,0.0,1.7,No,6
2021S000159    ,3,18,Sants,352904,Vallespir,21,Not pedestrian´s fault,428007.57,4581282.79,2.137.922.998,41.377.999.432,11/01/2021,No,14-18,1,False,Winter,6.0,0.0,1.7,No,6
2021S000168    ,10,71,Provençals del Poblenou,701414,C-31,7,Not pedestrian´s fault,433081.94,4584971.32,2.198.193.306,41.411.659.346,12/01/2021,No,6-10,1,False,Winter,6.3,0.0,1.9,No,3
2021S000160    ,3,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),8,Not pedestrian´s fault,429079.65,4578291.95,2.151.092.497,41.351.157.117,12/01/2021,No,6-10,1,False,Winter,6.3,0.0,1.9,No,3
2021S000161    ,9,60,Sant Andreu,242509,Palomar,8,Not pedestrian´s fault,432470.17,4588349.71,2.190.496.538,41.442.036.237,12/01/2021,No,6-10,1,False,Winter,6.3,0.0,1.9,No,3
2021S000162    ,5,27,el Putxet i el Farró,279600,República Argentina,10,Not pedestrian´s fault,428167.56,4585137.17,2.139.378.637,41.412.728.656,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000166    ,6,28,Vallcarca i els Penitents,33509,Ballester,10,Not pedestrian´s fault,428849.56,4584656.23,2.147.594.686,41.408.457.716,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000163    ,2,6,la Sagrada Família,109101,Enamorats,11,Not pedestrian´s fault,431718.0,4584204.36,2.181.961.776,41.404.636.787,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000170    ,9,62,el Congrés i els Indians,57904,Campo Florido,11,Not pedestrian´s fault,431716.14,4586068.86,2.181.728.972,41.421.429.594,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000172    ,9,63,Navas,226400,Las Navas de Tolosa,11,Not pedestrian´s fault,432311.01,4585227.59,2.188.941.235,41.413.902.898,12/01/2021,No,10-14,2,False,Winter,6.3,0.0,1.9,No,11
2021S000165    ,8,44,Vilapicina i la Torre Llobeta,362500,Vilapicina,11,Not pedestrian´s fault,430924.21,4587049.88,2.172.140.824,41.430.197.557,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000260    ,4,19,les Corts,172403,Joan Güell,12,Not pedestrian´s fault,427429.29,4581925.34,2.130.931.156,41.383.734.661,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000169    ,9,61,la Sagrera,292507,Gran de la Sagrera,12,Not pedestrian´s fault,432531.77,4585623.99,2.191.538.255,41.417.491.730,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000164    ,9,63,Navas,194406,Maragall,12,Not pedestrian´s fault,431611.08,4585492.49,2.180.537.060,41.416.229.476,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000174    ,2,5,el Fort Pienc,178308,Lepant,13,Not pedestrian´s fault,431627.58,4583808.14,2.180.924.892,41.401.060.464,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000167    ,3,16,la Bordeta,89707,Constitució,13,Cross over the pedestrian crossing,427546.86,4580253.55,2.132.537.077,41.368.688.072,12/01/2021,No,10-14,1,False,Winter,6.3,0.0,1.9,No,11
2021S000171    ,2,6,la Sagrada Família,197302,Marina,16,Not pedestrian´s fault,431022.0,4584285.53,2.173.626.526,41.405.308.408,12/01/2021,No,18-22,1,False,Winter,6.3,0.0,1.9,No,2
2021S000177    ,10,68,el Poblenou,701266,Litoral (Llobregat),17,Not pedestrian´s fault,433827.82,4583265.73,2.207.303.591,41.396.359.307,12/01/2021,No,18-22,1,False,Winter,6.3,0.0,1.9,No,2
2021S000175    ,10,67,la Vila Olímpica del Poblenou,700654,Litoral,18,Not pedestrian´s fault,433340.44,4582687.96,2.201.537.576,41.391.115.195,12/01/2021,No,14-18,1,False,Winter,6.3,0.0,1.9,No,3
2021S000176    ,8,53,la Trinitat Nova,260307,Platja d'Aro,19,Cross over the pedestrian crossing,432170.63,4589106.57,2.186.826.142,41.448.827.742,12/01/2021,No,14-18,1,False,Winter,6.3,0.0,1.9,No,3
2021S000178    ,3,12,la Marina del Prat Vermell,96780,D Zona Franca,21,Not pedestrian´s fault,427275.6,4576111.16,2.129.790.528,41.331.354.486,12/01/2021,No,14-18,1,False,Winter,6.3,0.0,1.9,No,3
2021S000179    ,6,28,Vallcarca i els Penitents,123408,Lesseps,7,Disobey light traffic signal,429024.35,4584481.54,2.149.706.242,41.406.899.811,13/01/2021,No,6-10,2,False,Winter,8.6,0.0,1.9,No,3
2021S000180    ,10,71,Provençals del Poblenou,701414,C-31,8,Not pedestrian´s fault,432792.39,4584691.03,2.194.760.284,41.409.110.679,13/01/2021,No,6-10,1,False,Winter,8.6,0.0,1.9,No,3
2021S000181    ,6,29,el Coll,220903,Móra d'Ebre,9,Not pedestrian´s fault,428993.83,4585779.78,2.149.188.686,41.418.589.857,13/01/2021,No,6-10,1,False,Winter,8.6,0.0,1.9,No,3
2021S000183    ,5,26,Sant Gervasi - Galvany,318804,Santaló,10,Not pedestrian´s fault,428405.99,4583521.8,2.142.422.401,41.398.200.942,13/01/2021,No,10-14,1,False,Winter,8.6,0.0,1.9,No,7
2021S000184    ,2,7,la Dreta de l'Eixample,169409,Corts Catalanes,11,Not pedestrian´s fault,430613.89,4582617.56,2.168.935.663,41.390.250.396,13/01/2021,No,10-14,1,False,Winter,8.6,0.0,1.9,No,7
2021S000193    ,2,7,la Dreta de l'Eixample,350308,València,11,Not pedestrian´s fault,430815.53,4583564.01,2.171.239.086,41.398.792.157,13/01/2021,No,10-14,1,False,Winter,8.6,0.0,1.9,No,7
2021S000182    ,3,11,el Poble-sec,700803,Ocellets,11,Other,429988.84,4580916.28,2.161.656.766,41.374.873.306,13/01/2021,No,10-14,1,False,Winter,8.6,0.0,1.9,No,7
2021S000192    ,2,7,la Dreta de l'Eixample,176801,Roger de Llúria,13,Not pedestrian´s fault,430414.61,4583121.81,2.166.494.312,41.394.774.790,13/01/2021,No,10-14,1,False,Winter,8.6,0.0,1.9,No,7
2021S000190    ,8,46,el Turó de la Peira,119003,Fabra i Puig,13,Not pedestrian´s fault,430185.44,4587338.27,2.163.266.417,41.432.731.064,13/01/2021,No,10-14,2,False,Winter,8.6,0.0,1.9,No,7
2021S000185    ,2,6,la Sagrada Família,350308,València,13,Cross over the pedestrian crossing,431595.9,4584325.82,2.180.487.402,41.405.720.354,13/01/2021,No,10-14,1,False,Winter,8.6,0.0,1.9,No,7
2021S000187    ,4,19,les Corts,88001,Comtes de Bell-lloc,14,Not pedestrian´s fault,427845.63,4581775.72,2.135.927.858,41.382.424.558,13/01/2021,No,18-22,2,False,Winter,8.6,0.0,1.9,No,6
2021S000191    ,10,70,el Besòs i el Maresme,169409,Corts Catalanes,14,Not pedestrian´s fault,434145.37,4585963.23,2.210.808.150,41.420.681.117,13/01/2021,No,18-22,1,False,Winter,8.6,0.0,1.9,No,6
2021S000186    ,2,7,la Dreta de l'Eixample,309406,Sant Pere,14,Not pedestrian´s fault,431261.16,4582613.43,2.176.677.477,41.390.268.807,13/01/2021,No,18-22,1,False,Winter,8.6,0.0,1.9,No,6
2021S000188    ,9,59,el Bon Pastor,264308,Potosí,14,Not pedestrian´s fault,433350.12,4588457.04,2.201.017.310,41.443.076.499,13/01/2021,No,18-22,1,False,Winter,8.6,0.0,1.9,No,6
2021S000189    ,7,35,el Guinardó,194406,Maragall,15,Not pedestrian´s fault,431594.51,4585735.67,2.180.311.287,41.418.418.308,13/01/2021,No,18-22,2,False,Winter,8.6,0.0,1.9,No,6
2021S000196    ,3,16,la Bordeta,89707,Constitució,17,Not pedestrian´s fault,427608.84,4580310.06,2.133.271.354,41.369.202.617,13/01/2021,No,18-22,1,False,Winter,8.6,0.0,1.9,No,6
2021S000194    ,10,71,Provençals del Poblenou,322608,Selva de Mar,19,Not pedestrian´s fault,433589.72,4585033.33,2.204.261.576,41.412.259.996,13/01/2021,No,14-18,1,False,Winter,8.6,0.0,1.9,No,4
2021S000197    ,2,5,el Fort Pienc,197302,Marina,20,Not pedestrian´s fault,431600.45,4583608.3,2.180.622.955,41.399.258.255,13/01/2021,No,14-18,1,False,Winter,8.6,0.0,1.9,No,4
2021S000195    ,5,25,Sant Gervasi - la Bonanova,334800,Terré,20,Not pedestrian´s fault,426741.91,4584541.8,2.122.394.323,41.407.237.671,13/01/2021,No,14-18,1,False,Winter,8.6,0.0,1.9,No,4
2021S000199    ,4,21,Pedralbes,359200,Pedralbes,21,Not pedestrian´s fault,426080.03,4582994.2,2.114.665.360,41.393.238.513,13/01/2021,No,14-18,2,False,Winter,8.6,0.0,1.9,No,4
2021S000198    ,10,68,el Poblenou,181608,Roc Boronat,22,Not pedestrian´s fault,433151.88,4583574.6,2.199.184.422,41.399.085.282,13/01/2021,No,22-2,2,False,Winter,8.6,0.0,1.9,No,1
2021S000202    ,2,6,la Sagrada Família,350308,València,8,Not pedestrian´s fault,431622.79,4584356.24,2.180.805.644,41.405.996.627,14/01/2021,No,6-10,2,False,Winter,8.5,0.0,1.8,No,1
2021S000203    ,10,64,el Camp de l'Arpa del Clot,18505,Aragó,10,Not pedestrian´s fault,431859.07,4584395.6,2.183.627.805,41.406.371.205,14/01/2021,No,10-14,1,False,Winter,8.5,0.0,1.8,No,4
2021S000204    ,3,16,la Bordeta,701433,Mig (Ascendent),12,Not pedestrian´s fault,427583.46,4580282.69,2.132.971.181,41.368.953.821,14/01/2021,No,10-14,1,False,Winter,8.5,0.0,1.8,No,4
2021S000208    ,1,1,el Raval,701266,Litoral (Llobregat),13,Not pedestrian´s fault,431245.82,4580721.31,2.176.708.815,41.373.225.696,14/01/2021,No,10-14,1,False,Winter,8.5,0.0,1.8,No,4
2021S000205    ,5,23,Sarrià,193108,Manuel Girona,13,Not pedestrian´s fault,427289.06,4582900.0,2.129.137.143,41.392.500.367,14/01/2021,No,10-14,1,False,Winter,8.5,0.0,1.8,No,4
2021S000206    ,2,6,la Sagrada Família,238400,Padilla,14,Not pedestrian´s fault,430963.95,4584675.72,2.172.887.554,41.408.817.737,14/01/2021,No,18-22,1,False,Winter,8.5,0.0,1.8,No,3
2021S000207    ,3,15,Hostafrancs,169409,Corts Catalanes,15,Not pedestrian´s fault,428831.97,4580872.86,2.147.829.048,41.374.380.705,14/01/2021,No,18-22,1,False,Winter,8.5,0.0,1.8,No,3
2021S000209    ,10,73,la Verneda i la Pau,195409,Maresme,16,Cross over the pedestrian crossing,433582.07,4586003.01,2.204.063.518,41.420.993.009,14/01/2021,No,18-22,1,False,Winter,8.5,0.0,1.8,No,3
2021S000211    ,2,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,18,Walk along the road,429571.05,4582303.72,2.156.499.859,41.387.333.056,14/01/2021,No,14-18,1,False,Winter,8.5,0.0,1.8,No,7
2021S000210    ,2,8,l'Antiga Esquerra de l'Eixample,70607,Casanova,18,Not pedestrian´s fault,429128.53,4582717.08,2.151.159.200,41.391.017.158,14/01/2021,No,14-18,1,False,Winter,8.5,0.0,1.8,No,7
2021S000215    ,2,8,l'Antiga Esquerra de l'Eixample,180208,Londres,18,Not pedestrian´s fault,429027.43,4582936.59,2.149.924.301,41.392.985.287,14/01/2021,No,14-18,1,False,Winter,8.5,0.0,1.8,No,7
2021S000212    ,9,63,Navas,209900,Meridiana,18,Not pedestrian´s fault,432170.14,4585501.43,2.187.225.092,41.416.357.407,14/01/2021,No,14-18,2,False,Winter,8.5,0.0,1.8,No,7
2021S000213    ,10,73,la Verneda i la Pau,266405,Prim,18,Not pedestrian´s fault,433658.23,4586177.52,2.204.955.672,41.422.571.068,14/01/2021,No,14-18,1,False,Winter,8.5,0.0,1.8,No,7
2021S000214    ,5,24,les Tres Torres,143904,General Mitre,20,Not pedestrian´s fault,427599.64,4583509.26,2.132.778.883,41.398.015.761,14/01/2021,No,14-18,1,False,Winter,8.5,0.0,1.8,No,7
2021S000238    ,9,63,Navas,81603,Clot,20,Not pedestrian´s fault,432472.53,4585383.93,2.190.856.260,41.415.324.602,14/01/2021,No,14-18,1,False,Winter,8.5,0.0,1.8,No,7
2021S000221    ,1,1,el Raval,269108,Portal de la Pau,5,Not pedestrian´s fault,431229.39,4581076.77,2.176.472.014,41.376.425.825,15/01/2021,No,2-6,1,True,Winter,9.2,0.0,1.5,No,1
2021S000218    ,9,60,Sant Andreu,209900,Meridiana,7,Not pedestrian´s fault,432134.96,4588305.77,2.186.489.169,41.441.612.204,15/01/2021,No,6-10,1,True,Winter,9.2,0.0,1.5,No,8
2021S000216    ,-1,-1,Desconegut,-1,Desconegut,8,Not pedestrian´s fault,-1.0,-1.0,,,15/01/2021,No,6-10,1,True,Winter,9.2,0.0,1.5,No,8
2021S000241    ,3,16,la Bordeta,280202,Mossèn Amadeu Oller,8,Not pedestrian´s fault,428090.34,4580171.36,2.139.044.637,41.367.996.577,15/01/2021,No,6-10,1,True,Winter,9.2,0.0,1.5,No,8
2021S000219    ,5,23,Sarrià,106103,Sarrià,8,Not pedestrian´s fault,426644.64,4583740.37,2.121.327.862,41.400.010.669,15/01/2021,No,6-10,1,True,Winter,9.2,0.0,1.5,No,8
2021S000226    ,10,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,8,Not pedestrian´s fault,432139.7,4582800.08,2.187.163.914,41.392.024.558,15/01/2021,No,6-10,2,True,Winter,9.2,0.0,1.5,No,8
2021S000220    ,3,18,Sants,312400,Sants,9,Not pedestrian´s fault,427562.48,4581017.29,2.132.632.526,41.375.568.206,15/01/2021,No,6-10,1,True,Winter,9.2,0.0,1.5,No,8
2021S000222    ,5,24,les Tres Torres,28000,Augusta,9,Not pedestrian´s fault,427013.0,4583581.84,2.125.753.169,41.398.616.397,15/01/2021,No,6-10,2,True,Winter,9.2,0.0,1.5,No,8
2021S000217    ,5,26,Sant Gervasi - Galvany,28000,Augusta,9,Not pedestrian´s fault,428387.08,4583529.3,2.142.195.325,41.398.266.806,15/01/2021,No,6-10,1,True,Winter,9.2,0.0,1.5,No,8
2021S000225    ,2,7,la Dreta de l'Eixample,144601,Diagonal,10,Not pedestrian´s fault,429676.49,4583244.7,2.157.651.543,41.395.817.376,15/01/2021,No,10-14,3,True,Winter,9.2,0.0,1.5,No,8
2021S000223    ,10,66,el Parc i la Llacuna del Poblenou,311703,Sancho de Ávila,10,Not pedestrian´s fault,432190.03,4583337.16,2.187.705.705,41.396.866.139,15/01/2021,No,10-14,1,True,Winter,9.2,0.0,1.5,No,8
2021S000232    ,3,13,la Marina de Port,369408,Zona Franca,11,Not pedestrian´s fault,427904.65,4579673.77,2.136.883.748,41.363.498.336,15/01/2021,No,10-14,1,True,Winter,9.2,0.0,1.5,No,8
2021S000228    ,10,64,el Camp de l'Arpa del Clot,161407,Indústria,11,Not pedestrian´s fault,431576.05,4585228.85,2.180.147.770,41.413.851.972,15/01/2021,No,10-14,1,True,Winter,9.2,0.0,1.5,No,8
2021S000224    ,10,68,el Poblenou,270901,Pujades,12,Not pedestrian´s fault,433399.47,4583994.48,2.202.099.797,41.402.887.594,15/01/2021,No,10-14,1,True,Winter,9.2,0.0,1.5,No,8
2021S000227    ,2,7,la Dreta de l'Eixample,191204,Mallorca,13,Not pedestrian´s fault,430491.26,4583403.95,2.167.378.702,41.397.322.567,15/01/2021,No,10-14,1,True,Winter,9.2,0.0,1.5,No,8
2021S000231    ,9,60,Sant Andreu,201603,Onze de Setembre,13,Not pedestrian´s fault,432584.69,4587035.3,2.192.014.008,41.430.207.408,15/01/2021,No,10-14,1,True,Winter,9.2,0.0,1.5,No,8
2021S000229    ,2,10,Sant Antoni,537295,Universitat,13,Cross over the pedestrian crossing,430183.49,4582104.42,2.163.847.267,41.385.591.441,15/01/2021,No,10-14,1,True,Winter,9.2,0.0,1.5,No,8
2021S000236    ,10,71,Provençals del Poblenou,701414,C-31,14,Not pedestrian´s fault,433153.07,4585040.78,2.199.036.626,41.412.290.876,15/01/2021,No,18-22,1,True,Winter,9.2,0.0,1.5,No,5
2021S000233    ,4,20,la Maternitat i Sant Ramon,144601,Diagonal,15,Not pedestrian´s fault,425773.04,4581961.26,2.111.120.291,41.383.906.990,15/01/2021,No,18-22,1,True,Winter,9.2,0.0,1.5,No,5
2021S000237    ,5,26,Sant Gervasi - Galvany,46103,Bori i Fontestà,15,Not pedestrian´s fault,428230.57,4583012.26,2.140.384.566,41.393.596.064,15/01/2021,No,18-22,1,True,Winter,9.2,0.0,1.5,No,5
2021S000230    ,9,60,Sant Andreu,209900,Meridiana,15,Not pedestrian´s fault,431979.73,4587694.86,2.184.699.963,41.436.096.807,15/01/2021,No,18-22,3,True,Winter,9.2,0.0,1.5,No,5
2021S000234    ,5,26,Sant Gervasi - Galvany,23403,Aribau,16,Not pedestrian´s fault,428759.13,4583561.64,2.146.641.746,41.398.591.147,15/01/2021,No,18-22,1,True,Winter,9.2,0.0,1.5,No,5
2021S000240    ,2,6,la Sagrada Família,238400,Padilla,21,Not pedestrian´s fault,431112.13,4584555.74,2.174.673.956,41.407.749.836,15/01/2021,No,14-18,1,True,Winter,9.2,0.0,1.5,No,1
2021S000242    ,2,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,9,Not pedestrian´s fault,429479.66,4582582.92,2.155.374.368,41.389.839.705,16/01/2021,Yes,6-10,1,False,Winter,9.6,0.0,1.7,No,1
2021S000243    ,2,7,la Dreta de l'Eixample,18505,Aragó,11,Not pedestrian´s fault,430312.01,4582890.33,2.165.293.786,41.392.681.035,16/01/2021,Yes,10-14,1,False,Winter,9.6,0.0,1.7,No,3
2021S000244    ,8,52,la Prosperitat,351708,Pablo Iglesias,11,Not pedestrian´s fault,431876.54,4588835.25,2.183.336.278,41.446.359.142,16/01/2021,Yes,10-14,1,False,Winter,9.6,0.0,1.7,No,3
2021S000247    ,7,40,Montbau,148409,Sant Cugat,13,Not pedestrian´s fault,427486.63,4587256.02,2.130.977.792,41.431.751.010,16/01/2021,Yes,10-14,2,False,Winter,9.6,0.0,1.7,No,3
2021S000255    ,2,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,14,Not pedestrian´s fault,429743.17,4581765.09,2.158.620.806,41.382.496.849,16/01/2021,Yes,18-22,1,False,Winter,9.6,0.0,1.7,No,8
2021S000245    ,8,49,Canyelles,120807,Favència,14,Not pedestrian´s fault,430457.12,4588348.41,2.166.401.501,41.441.852.588,16/01/2021,Yes,18-22,1,False,Winter,9.6,0.0,1.7,No,8
2021S000246    ,9,59,el Bon Pastor,56129,Camarasa,14,Not pedestrian´s fault,433964.01,4587752.82,2.208.442.454,41.436.784.558,16/01/2021,Yes,18-22,1,False,Winter,9.6,0.0,1.7,No,8
2021S000252    ,1,3,la Barceloneta,700654,Litoral,15,Not pedestrian´s fault,432766.65,4582128.16,2.194.737.091,41.386.025.427,16/01/2021,Yes,18-22,1,False,Winter,9.6,0.0,1.7,No,8
2021S000249    ,2,5,el Fort Pienc,286504,Roger de Flor,15,Not pedestrian´s fault,431292.49,4583179.26,2.176.987.956,41.395.367.750,16/01/2021,Yes,18-22,1,False,Winter,9.6,0.0,1.7,No,8
2021S000251    ,-1,-1,Desconegut,-1,Desconegut,16,Not pedestrian´s fault,-1.0,-1.0,,,16/01/2021,Yes,18-22,1,False,Winter,9.6,0.0,1.7,No,8
2021S000250    ,3,11,el Poble-sec,198804,Paral·lel,16,Not pedestrian´s fault,430775.46,4580888.69,2.171.065.658,41.374.692.898,16/01/2021,Yes,18-22,1,False,Winter,9.6,0.0,1.7,No,8
