Case_number,Type_of_vehicle,License type,Age license
2022S000559    ,Motorcycle,A2,1
2021S005869    ,Motorcycle,A,1
2022S006336    ,Bus,D,1
2022S001877    ,Tourism,B,1
2022S007765    ,Tourism,B,1
2022S007765    ,Tourism,B,1
2022S007041    ,Tourism,B,1
2022S003350    ,Motorcycle,A,1
2022S007255    ,Tourism,B1,1
2022S001750    ,Ciclomotor,B,1
2021S002885    ,Motorcycle,B,1
2022S001309    ,Motorcycle,B,1
2022S007728    ,Tourism,B,1
2022S006996    ,Tourism,B,1
2022S004200    ,Ciclomotor,B,1
2022S007007    ,Motorcycle,A,1
2022S007197    ,Ciclomotor,B,1
2022S006034    ,Motorcycle,B,1
2021S000982    ,Motorcycle,A,1
2022S003038    ,Motorcycle,B,1
2022S006174    ,Motorcycle,A2,1
2022S000596    ,Motorcycle,A2,1
2022S002893    ,Tourism,B,1
2022S003039    ,Ciclomotor,B,1
2022S002471    ,Motorcycle,A2,1
2021S000985    ,Ciclomotor,B,1
2022S005435    ,Tourism,B,1
2022S002539    ,Bicycle,B,1
2022S000606    ,Motorcycle,A2,1
2022S005373    ,Motorcycle,A2,1
2021S002541    ,Ciclomotor,B,1
2022S004875    ,Ciclomotor,B,1
2022S004701    ,Motorcycle,B,1
2021S007285    ,Motorcycle,A2,1
2022S003075    ,Tourism,B,1
2022S001823    ,Tourism,B,1
2022S001406    ,Motorcycle,D1,1
2022S001793    ,Motorcycle,A,1
2022S007580    ,Tourism,B,1
2022S000640    ,Motorcycle,A2,1
2022S001320    ,Motorcycle,A2,1
2022S002450    ,Tourism,B,1
2022S002902    ,Tourism,B,1
2021S002700    ,Tourism,B,1
2022S002002    ,Motorcycle,A1,1
2021S002448    ,Tourism,B,1
2021S003059    ,Motorcycle,B,1
2022S003680    ,Motorcycle,A2,1
2022S004335    ,Motorcycle,B,1
2022S001043    ,Tourism,B,1
2022S006001    ,Motorcycle,A2,1
2022S000494    ,Motorcycle,A2,1
2022S006225    ,Tourism,B,1
2021S006583    ,Motorcycle,A1,1
2021S007545    ,Motorcycle,B,1
2022S002051    ,Tourism,B,1
2021S001547    ,Ciclomotor,B,1
2022S004463    ,Motorcycle,A1,1
2022S007124    ,Tourism,B,1
2022S004010    ,Bicycle,B,1
2022S003023    ,Motorcycle,A2,1
2022S002369    ,Bicycle,B,1
2022S005731    ,Motorcycle,A1,1
2021S006129    ,Tourism,B,1
2021S007011    ,Tourism,B,1
2022S003200    ,Motorcycle,A2,1
2022S007971    ,Motorcycle,A1,1
2022S000331    ,Motorcycle,A,1
2022S003743    ,Tourism,B,1
2022S001914    ,Motorcycle,A2,1
2022S005558    ,Motorcycle,A,1
2022S000113    ,Motorcycle,A2,1
2021S007240    ,Motorcycle,A,1
2022S001713    ,Ciclomotor,B,1
2022S004820    ,Motorcycle,A2,1
2021S007331    ,Motorcycle,A,1
2021S000812    ,Tourism,B,1
2021S002313    ,Tourism,B,1
2022S001176    ,Tourism,B,1
2022S000383    ,Motorcycle,A,1
2022S001971    ,Tourism,B,1
2022S001189    ,Van,B,1
2021S002421    ,Ciclomotor,B,1
2022S000055    ,Tourism,B,1
2021S002912    ,Tourism,B,1
2022S002864    ,Bicycle,B,1
2022S002864    ,Tourism,B,1
2022S005878    ,Motorcycle,A2,1
2021S005554    ,Motorcycle,A2,1
2022S003648    ,Motorcycle,A1,1
2021S004209    ,Rigid truck <= 3.5 tonnes,B,1
2021S007279    ,Bicycle,B,1
2022S000146    ,Motorcycle,B,1
2022S005750    ,SUV,B,1
2021S006311    ,Motorcycle,A,1
2022S000887    ,Ciclomotor,B,1
2022S007895    ,Tourism,B,1
2021S001130    ,Motorcycle,A2,1
2022S007456    ,Tourism,B,1
2022S003952    ,Tourism,B,1
2022S002072    ,Motorcycle,A,1
2022S002258    ,Motorcycle,A,1
2022S007241    ,Motorcycle,A2,1
2022S000676    ,Motorcycle,A,1
2022S000020    ,Van,B,1
2021S001223    ,Motorcycle,A2,1
2021S005942    ,Motorcycle,A2,1
2021S002824    ,Motorcycle,A2,1
2022S001417    ,Van,B,1
2022S001436    ,Motorcycle,A,1
2021S004503    ,Motorcycle,A,1
2021S005467    ,Tourism,B,1
2021S002059    ,Van,B,1
2021S006678    ,Tourism,B,1
2021S006591    ,Tourism,B,1
2021S001751    ,Motorcycle,A2,1
2021S000105    ,Ciclomotor,B,1
2021S000166    ,Motorcycle,A2,1
2021S003678    ,Tourism,B,1
2021S003678    ,Motorcycle,A,1
2022S000384    ,Ciclomotor,AM,1
2022S000468    ,Motorcycle,A2,1
2021S000294    ,Motorcycle,A2,1
2021S001023    ,Tourism,B,1
2022S004704    ,Motorcycle,B,1
2021S005897    ,Motorcycle,B,1
2021S007519    ,Motorcycle,A2,1
2021S006744    ,Bicycle,B,1
2021S000574    ,Ciclomotor,B,1
2021S003428    ,Van,B,1
2022S001777    ,Bicycle,A,1
2021S007159    ,Motorcycle,A1,1
2022S005684    ,Tourism,B,1
2022S002056    ,Tourism,B,1
2021S002728    ,Motorcycle,B,1
2022S001377    ,Tourism,B,1
2021S002149    ,Motorcycle,A2,1
2021S000189    ,Tourism,B,1
2021S004007    ,Tourism,B,1
2021S002149    ,Tourism,B,1
2021S000135    ,Tourism,B,1
2021S004180    ,Tourism,B,1
2021S007232    ,Tourism,B,1
2022S007627    ,Motorcycle,A2,1
2021S006570    ,Van,B,1
2021S007459    ,Tourism,B,1
2021S000090    ,Motorcycle,A1,1
2021S006512    ,Motorcycle,B,1
2021S007459    ,Motorcycle,A2,1
2021S005198    ,Tourism,B,1
2021S005470    ,Motorcycle,A,1
2021S001546    ,Ciclomotor,B,1
2021S000411    ,Tourism,B,1
2022S005057    ,Van,B,1
2021S005544    ,Motorcycle,A2,1
2021S003550    ,Ciclomotor,AM,1
2021S002496    ,Motorcycle,A1,1
2021S004246    ,Tourism,B,1
2021S003466    ,Motorcycle,A,1
2021S005256    ,Ciclomotor,B,1
2021S001425    ,Motorcycle,A2,1
2021S001413    ,Motorcycle,A,1
2022S003284    ,Motorcycle,A1,1
2021S004592    ,Motorcycle,A1,1
2021S006541    ,Tourism,B,1
2022S002565    ,Tourism,B,1
2021S003363    ,Tourism,B,1
2021S003519    ,Motorcycle,A,1
2021S006646    ,Tourism,B,1
2021S006944    ,Tourism,B,1
2021S007055    ,Tourism,B,1
2021S007360    ,Tourism,B,1
2022S003996    ,Motorcycle,A2,1
2022S005221    ,Tourism,B,1
2021S002727    ,Ciclomotor,B,1
2022S001153    ,Motorcycle,A,1
2022S007357    ,Motorcycle,A2,1
2022S003276    ,Motorcycle,B,1
2022S003594    ,Motorcycle,A2,1
2021S007049    ,Van,B,1
2021S005674    ,Tourism,B,1
2022S001809    ,Tourism,B,1
2022S003253    ,Ciclomotor,AM,1
2021S005546    ,Tourism,B,1
2021S001061    ,Rigid truck <= 3.5 tonnes,B,1
2022S007555    ,Tourism,B,1
2022S000226    ,Motorcycle,B,1
2022S005251    ,Van,B,1
2022S006291    ,Rigid truck > 3.5 tonnes,C,1
2022S006291    ,Motorcycle,A,1
2021S001164    ,Rigid truck <= 3.5 tonnes,B,1
2021S003374    ,Motorcycle,A2,1
2022S006929    ,Tourism,B,1
2021S001967    ,Motorcycle,A,1
2021S007313    ,Tourism,B,1
2022S001656    ,Ciclomotor,A1,1
2021S005518    ,Ciclomotor,B,1
2022S004910    ,Tourism,B,1
2021S006285    ,Motorcycle,A2,1
2021S006458    ,Tourism,B,1
2022S001712    ,Tourism,B,1
2022S004803    ,Tourism,B,1
2022S005712    ,Tourism,B,1
2021S005047    ,Motorcycle,A1,1
2022S004304    ,Motorcycle,A2,1
2022S007868    ,Motorcycle,A2,1
2022S006314    ,Motorcycle,A2,1
2022S004765    ,Veh. motor personal mobility,B,1
2022S004764    ,Veh. motor personal mobility,B,1
2021S000635    ,Motorcycle,A,1
2021S001956    ,Tourism,B,1
2022S007092    ,Tourism,B,1
2022S004788    ,Tourism,B,1
2022S004206    ,Tourism,B,1
2021S005445    ,Motorcycle,A,1
2021S000773    ,Tourism,B,1
2022S000416    ,Motorcycle,A1,1
2021S005442    ,Motorcycle,B,1
2021S005262    ,Tourism,B,1
2022S006762    ,Coach,D,1
2021S005067    ,Motorcycle,A,1
2022S002988    ,Tourism,B,1
2022S005326    ,Motorcycle,A,1
2021S003245    ,Motorcycle,B,1
2022S000932    ,Ciclomotor,B,1
2021S004021    ,Tourism,B,1
2021S005442    ,Tourism,B,1
2022S003909    ,Motorcycle,A1,1
2021S001849    ,Rigid truck > 3.5 tonnes,C,1
2021S004782    ,Motorcycle,A,1
2021S005017    ,Tourism,B,1
2021S001594    ,Tourism,B1,1
2021S003411    ,Ciclomotor,B,1
2021S007532    ,Tourism,B,1
2021S003911    ,Tourism,B,1
2021S005204    ,Motorcycle,A,1
2022S001138    ,Motorcycle,A2,1
2022S002628    ,Tourism,B,1
2022S003678    ,Tourism,B,1
2021S006144    ,Tourism,B,1
2021S006012    ,Tourism,B,1
2021S005353    ,Motorcycle,A2,1
2021S007234    ,Tourism,B,1
2021S003826    ,Motorcycle,A,1
2022S002764    ,Motorcycle,A2,1
2021S000740    ,Tourism,B,1
2021S004442    ,Tourism,B,1
2021S005902    ,Tourism,B,1
2021S007202    ,Tourism,B,1
2021S002415    ,Tourism,B,1
2021S007065    ,Tourism,B,1
2021S007266    ,Tourism,B,1
2021S001495    ,Motorcycle,A,1
2022S001952    ,Ciclomotor,B,1
2021S004730    ,Motorcycle,A2,1
2021S006185    ,Tourism,B,1
2022S006139    ,Tourism,B,1
2021S003417    ,Tourism,B,1
2021S005517    ,Motorcycle,A,1
2021S006567    ,Rigid truck > 3.5 tonnes,C,1
2021S004606    ,Rigid truck <= 3.5 tonnes,C,1
2021S000629    ,Tourism,B,1
2021S000471    ,Motorcycle,A1,1
2021S006031    ,Van,B,1
2021S007594    ,Tourism,B,1
2021S005513    ,Tourism,B,1
2021S003750    ,Ciclomotor,B,1
2021S006130    ,Motorcycle,B,1
2021S001552    ,Tourism,B,1
2022S005586    ,Motorcycle,B,1
2021S007480    ,Motorcycle,A,1
2021S001352    ,Ciclomotor,B,1
2021S003302    ,Tourism,B,1
2021S007059    ,Tourism,B,1
2022S004507    ,Ciclomotor,B,1
2021S000636    ,Ciclomotor,B,1
2021S006798    ,Bicycle,B,1
2022S003363    ,Rigid truck <= 3.5 tonnes,C,1
2021S005709    ,Motorcycle,B,1
2022S006633    ,Motorcycle,A1,1
2021S005722    ,Ciclomotor,B,1
2022S001396    ,Van,B,1
2022S006811    ,Tourism,B,1
2022S000316    ,Tourism,B,1
2021S007067    ,Motorcycle,B,1
2022S004958    ,Tourism,B,1
2021S003014    ,Tourism,B,1
2021S001474    ,Tourism,B,1
2022S007594    ,Motorcycle,A2,1
2021S001605    ,Ciclomotor,B,1
2021S004918    ,Motorcycle,A,1
2021S006297    ,Motorcycle,B,1
2021S007330    ,Motorcycle,A1,1
2021S003179    ,Motorcycle,B,1
2022S000096    ,Motorcycle,A2,1
2022S006067    ,Tourism,B,1
2021S000848    ,Van,B,1
2021S005898    ,Motorcycle,A,1
2021S004883    ,SUV,B,1
2021S001170    ,Ciclomotor,B,1
2021S005003    ,Ciclomotor,B,1
2021S000595    ,Motorcycle,B,1
2021S004894    ,Motorcycle,A,1
2021S006005    ,Tourism,B,1
2022S000474    ,Rigid truck > 3.5 tonnes,C,1
2022S003965    ,Tourism,B,1
2022S000986    ,Motorcycle,A2,1
2021S006631    ,Tourism,B,1
2021S005724    ,Motorcycle,A1,1
2022S005348    ,Motorcycle,B,1
2021S002049    ,Tourism,B,1
2021S000247    ,Motorcycle,A2,1
2021S001103    ,Motorcycle,A2,1
2021S000030    ,Motorcycle,A,1
2021S001388    ,Tourism,B,1
2022S000854    ,SUV,B,1
2021S002769    ,Motorcycle,A1,1
2021S002346    ,Motorcycle,B,1
2022S001387    ,Motorcycle,B,1
2021S005950    ,Motorcycle,A,1
2021S003318    ,Van,B,1
2021S005710    ,Motorcycle,A,1
2021S006884    ,Ciclomotor,B,1
2022S003061    ,Motorcycle,A2,1
2022S002338    ,Motorcycle,A2,1
2021S005402    ,Ciclomotor,AM,1
2022S005021    ,Tourism,B,1
2022S003344    ,Tourism,B,1
2022S002229    ,Ciclomotor,A1,1
2022S002229    ,Tourism,B,1
2022S001864    ,Van,B,1
2022S007978    ,Motorcycle,B,1
2022S003079    ,Tourism,B,1
2022S004484    ,Rigid truck <= 3.5 tonnes,B,1
2021S003060    ,Tourism,B,1
2022S006990    ,Van,B,1
2022S007108    ,Tourism,B,1
2022S003390    ,Ciclomotor,B,1
2021S000419    ,Van,B,1
2021S005892    ,Tourism,B,1
2022S007234    ,Bicycle,B,1
2022S002080    ,Motorcycle,B,1
2021S000458    ,Motorcycle,A2,1
2021S003928    ,Tourism,B,1
2021S000790    ,Motorcycle,A,1
2021S000282    ,Tourism,B,1
2021S007124    ,Bicycle,B,1
2022S002093    ,Tourism,B,1
2021S004588    ,Motorcycle,B,1
2021S005523    ,SUV,B,1
2021S003596    ,Tourism,B,1
2022S001747    ,Tourism,B,1
2021S005397    ,Van,B,1
2021S001346    ,Tourism,B,1
2021S001684    ,Motorcycle,A2,1
2022S004843    ,Motorcycle,A2,1
2021S002749    ,Motorcycle,A2,1
2021S000619    ,Motorcycle,A2,1
2021S007038    ,Tourism,B,1
2021S002895    ,Ciclomotor,Llicència,1
2022S007396    ,Tourism,B,1
2021S004988    ,Ciclomotor,B,1
2021S006538    ,Tourism,B,1
2022S006606    ,Tourism,B,1
2021S002365    ,Motorcycle,A2,1
2021S003748    ,Van,B,1
2021S005168    ,Tourism,B,1
2021S005298    ,Motorcycle,A,1
2021S002092    ,Van,B,1
2022S006479    ,Veh. motor personal mobility,B,1
2021S001478    ,Ciclomotor,AM,1
2021S004481    ,Motorcycle,A1,1
2021S006156    ,Tourism,B,1
2022S005131    ,Motorcycle,A1,1
2021S002400    ,Tourism,B,1
2022S000356    ,Motorcycle,A2,1
2021S006439    ,Tourism,B,1
2022S000201    ,Tourism,B,1
2021S001630    ,Motorcycle,A2,1
2021S001195    ,Tourism,B,1
2022S006074    ,Tourism,B,1
2021S003320    ,Rigid truck <= 3.5 tonnes,E C,1
2021S005004    ,Ciclomotor,B,1
2022S000847    ,Motorcycle,A2,1
2021S005771    ,Motorcycle,A1,1
2021S005496    ,Motorcycle,A2,1
2021S005374    ,Motorcycle,B,1
2021S001072    ,Tourism,B,1
2021S005163    ,Van,B,1
2021S007129    ,Motorcycle,A2,1
2022S004461    ,Ciclomotor,A2,1
2021S002599    ,Ciclomotor,A1,1
2021S000420    ,Tourism,B,1
2021S006008    ,Ciclomotor,B,1
2022S003410    ,Motorcycle,A2,1
2022S000103    ,Tourism,B,1
2021S001243    ,Tourism,B,1
2021S006295    ,Ciclomotor,B,1
2021S005987    ,Motorcycle,A2,1
2022S003686    ,Tourism,B,1
2022S007952    ,Tourism,B,1
2022S003764    ,Motorcycle,B,1
2021S004100    ,Tourism,B,1
2021S006158    ,Tourism,B,1
2021S007281    ,Bicycle,B,1
2022S002372    ,Tourism,B,1
2021S000705    ,Tourism,B,1
2021S007477    ,Motorcycle,A2,1
2022S005530    ,Tourism,B,1
2021S006174    ,Ciclomotor,B,1
2021S001431    ,Motorcycle,A2,1
2022S002181    ,Tourism,B,1
2021S006803    ,Ciclomotor,B,1
2021S007398    ,Van,B,1
2022S003538    ,Tourism,B,1
2021S001783    ,Motorcycle,B,1
2021S005820    ,Veh. motor personal mobility,B,1
2021S000581    ,Motorcycle,A2,1
2021S002364    ,Tourism,B,1
2022S001187    ,Motorcycle,A2,1
2022S001872    ,Van,B,1
2021S007659    ,Motorcycle,A,1
2021S005773    ,Tourism,B,1
2021S003198    ,Articulated bus,E D,1
2021S004647    ,Tourism,B,1
2021S004561    ,Tourism,B,1
2022S000988    ,Motorcycle,A,1
2022S003548    ,Veh. motor personal mobility,B,1
2021S000039    ,Motorcycle,A,1
2021S001443    ,Tourism,B,1
2022S005120    ,Tourism,B,1
2021S001183    ,Motorcycle,A,1
2021S002839    ,Rigid truck <= 3.5 tonnes,B,1
2021S004499    ,Tourism,B,1
2021S003842    ,Motorcycle,A,1
2021S004165    ,Motorcycle,A1,1
2021S001087    ,Motorcycle,A2,1
2021S004221    ,Tourism,B,1
2021S005213    ,Van,B,1
2022S005536    ,Van,B,1
2022S000097    ,Tourism,B,1
2022S003803    ,Tourism,B,1
2021S006543    ,Motorcycle,A,1
2021S002900    ,Tourism,B,1
2021S007373    ,Tourism,B,1
2022S006864    ,Motorcycle,A,1
2021S004867    ,Tourism,B,1
2021S007442    ,Ciclomotor,B,1
2021S003562    ,Tourism,B,1
2022S000892    ,Tourism,B,1
2021S000061    ,Tourism,B,1
2021S006637    ,Tourism,B,1
2021S001463    ,Tourism,B,1
2022S002729    ,Motorcycle,B,1
2021S001988    ,Tourism,B,1
2022S004862    ,Rigid truck > 3.5 tonnes,B,1
2022S007289    ,Tourism,B,1
2021S002660    ,Tourism,B,1
2021S002754    ,Motorcycle,A,1
2021S005628    ,Motorcycle,A1,1
2022S005253    ,Motorcycle,A1,1
2021S005313    ,Tourism,B,1
2021S002513    ,Motorcycle,A2,1
2022S006477    ,Motorcycle,B,1
2021S002009    ,Tourism,B,1
2022S007076    ,Motorcycle,A1,1
2021S004835    ,Tourism,B,1
2021S005678    ,Ciclomotor,B,1
2022S001022    ,Tourism,B,1
2021S000888    ,Motorcycle,A,1
2021S003630    ,Motorcycle,A,1
2021S005233    ,Motorcycle,B,1
2021S007662    ,Ciclomotor,A2,1
2022S002669    ,Motorcycle,A2,1
2021S003022    ,Tourism,B,1
2021S005704    ,Tractor truck,C,1
2021S000894    ,Tourism,B,1
2022S002421    ,Motorcycle,A2,1
2021S005843    ,Articulated bus,D,1
2021S003413    ,Ciclomotor,B,2
2022S003298    ,Motorcycle,A2,2
2022S007677    ,Tourism,B,2
2021S000350    ,Ciclomotor,B,2
2022S005902    ,Motorcycle,A,2
2022S002674    ,Ciclomotor,B,2
2022S004855    ,Tourism,B,2
2022S007660    ,Motorcycle,B,2
2022S006583    ,Tourism,B,2
2022S006661    ,Tourism,B,2
2021S003949    ,Motorcycle,A2,2
2022S006329    ,Motorcycle,A2,2
2022S006579    ,Tourism,B,2
2021S006638    ,Ciclomotor,B,2
2022S007047    ,Motorcycle,B,2
2022S003809    ,Taxi,B,2
2021S006450    ,Tourism,B,2
2021S006701    ,Tourism,B,2
2021S003321    ,Ciclomotor,B,2
2021S001990    ,Ciclomotor,AM,2
2022S007179    ,Ciclomotor,B,2
2022S006378    ,Motorcycle,A,2
2021S006283    ,Motorcycle,A2,2
2022S007133    ,Tourism,B,2
2022S007541    ,Motorcycle,A2,2
2022S000569    ,Tourism,B,2
2022S007073    ,Motorcycle,B,2
2022S005965    ,Tourism,B,2
2022S002310    ,Tourism,B,2
2021S003125    ,Quadricycle < 75 cc,B,2
2022S000024    ,Motorcycle,A,2
2022S003002    ,Motorcycle,B,2
2021S002011    ,Ciclomotor,B,2
2022S004076    ,Tourism,B,2
2022S005964    ,Motorcycle,A2,2
2021S000103    ,Motorcycle,A2,2
2021S003827    ,Van,B,2
2022S005970    ,Tourism,B,2
2022S004482    ,Tourism,B,2
2022S005167    ,Tourism,B,2
2021S001787    ,Tourism,B,2
2021S000535    ,Motorcycle,A1,2
2021S007157    ,Ciclomotor,Llicència,2
2021S002850    ,Tourism,B,2
2021S000744    ,Tourism,B,2
2021S001051    ,Motorcycle,B,2
2022S001865    ,Tourism,B,2
2022S004956    ,Motorcycle,A2,2
2021S000091    ,Motorcycle,A2,2
2022S003756    ,Motorcycle,B,2
2021S000426    ,Tourism,B,2
2022S005328    ,Tourism,B,2
2021S005573    ,Tourism,B,2
2022S004472    ,Motorcycle,B,2
2022S006357    ,Motorcycle,A2,2
2022S002891    ,Tourism,B,2
2022S001348    ,Van,B,2
2022S006803    ,Motorcycle,A2,2
2022S007390    ,Van,B,2
2021S006996    ,Motorcycle,A2,2
2021S005397    ,Motorcycle,A,2
2022S001308    ,Tourism,B,2
2022S007097    ,Motorcycle,B,2
2021S007549    ,Motorcycle,A2,2
2021S003463    ,Van,B,2
2022S000697    ,Motorcycle,A2,2
2021S003504    ,Ciclomotor,AM,2
2022S004164    ,Tourism,B,2
2021S002697    ,Tourism,B,2
2021S002846    ,Motorcycle,A,2
2021S004160    ,Motorcycle,A2,2
2022S002355    ,Motorcycle,A2,2
2021S004043    ,Motorcycle,B,2
2021S001836    ,Motorcycle,A,2
2021S006198    ,Ciclomotor,B,2
2021S003488    ,Motorcycle,A2,2
2021S000539    ,Motorcycle,A1,2
2021S004610    ,Bus,D,2
2022S004318    ,Ciclomotor,B,2
2021S001360    ,Tourism,B,2
2022S005740    ,SUV,B,2
2021S001369    ,Motorcycle,A1,2
2022S007953    ,Motorcycle,A2,2
2021S001290    ,Motorcycle,A2,2
2022S000658    ,Motorcycle,A2,2
2021S006542    ,Ciclomotor,B,2
2022S002556    ,Tourism,B,2
2021S003024    ,Taxi,B,2
2022S001071    ,Ciclomotor,B,2
2021S002138    ,Ciclomotor,B,2
2021S007384    ,Motorcycle,B,2
2022S005084    ,Tourism,B,2
2022S001264    ,Tourism,B,2
2022S001264    ,Motorcycle,B,2
2022S005570    ,Motorcycle,B,2
2022S007789    ,Motorcycle,B,2
2022S006741    ,Ciclomotor,B,2
2022S007515    ,Motorcycle,A2,2
2022S005286    ,Tourism,B,2
2022S004303    ,Tourism,B,2
2022S006625    ,Motorcycle,B,2
2022S005479    ,Bicycle,A,2
2022S005695    ,Motorcycle,A2,2
2021S007256    ,Motorcycle,A1,2
2022S000936    ,Motorcycle,B,2
2022S005334    ,Motorcycle,A2,2
2021S000244    ,Motorcycle,A1,2
2021S005328    ,Motorcycle,B,2
2022S000667    ,Tourism,B,2
2022S004181    ,Tourism,B,2
2022S005837    ,SUV,B,2
2021S001259    ,Motorcycle,A1,2
2021S001113    ,Tourism,B,2
2021S000665    ,Motorcycle,A2,2
2022S001185    ,Tourism,B,2
2022S004229    ,Tourism,B,2
2022S006454    ,Motorcycle,A,2
2021S005728    ,Rigid truck <= 3.5 tonnes,B,2
2022S002613    ,Motorcycle,B,2
2022S002283    ,Motorcycle,A1,2
2021S001176    ,Rigid truck > 3.5 tonnes,C,2
2022S006387    ,Motorcycle,A2,2
2022S000243    ,Motorcycle,A2,2
2021S003206    ,Motorcycle,A2,2
2022S000233    ,Ciclomotor,B,2
2022S007366    ,Motorcycle,B,2
2022S004519    ,Motorcycle,A,2
2021S003201    ,Tourism,B,2
2022S006585    ,Motorcycle,A2,2
2022S004520    ,Motorcycle,B,2
2022S003941    ,Tourism,B,2
2022S005636    ,Tourism,B,2
2021S001979    ,Ciclomotor,AM,2
2022S003137    ,Tourism,B,2
2021S003712    ,Motorcycle,A,2
2022S007130    ,Bicycle,B,2
2022S003055    ,Taxi,B,2
2022S003874    ,Van,B,2
2021S007527    ,Motorcycle,A,2
2022S003374    ,Motorcycle,A1,2
2021S006142    ,Tourism,B,2
2022S006005    ,Van,B,2
2021S000735    ,Motorcycle,A2,2
2022S005685    ,Motorcycle,A2,2
2022S002843    ,Tourism,B,2
2021S003641    ,Motorcycle,A,2
2021S000736    ,Ciclomotor,B,2
2022S000073    ,Motorcycle,B,2
2022S005918    ,Veh. motor personal mobility,B,2
2022S006703    ,Motorcycle,A2,2
2022S003268    ,Tourism,B,2
2022S001725    ,Ciclomotor,B,2
2022S006783    ,Tourism,B,2
2021S002290    ,Motorcycle,A2,2
2021S002677    ,Tourism,B,2
2022S007081    ,Tourism,B,2
2022S006905    ,Tourism,B,2
2022S003508    ,Motorcycle,A2,2
2022S004251    ,Motorcycle,B,2
2022S002494    ,Other,B,2
2022S005873    ,Motorcycle,A2,2
2022S006984    ,Tourism,B,2
2021S002724    ,Tourism,B,2
2021S006413    ,Bus,D,2
2022S006653    ,Tourism,B,2
2021S004874    ,Motorcycle,A,2
2022S006935    ,Tourism,B,2
2021S005953    ,Motorcycle,A,2
2021S000490    ,Ciclomotor,AM,2
2022S004376    ,Van,B,2
2021S000548    ,Ciclomotor,B,2
2021S001364    ,Ciclomotor,B,2
2021S004755    ,Tourism,B,2
2022S000076    ,Motorcycle,A,2
2022S004913    ,Motorcycle,A2,2
2022S005874    ,Tourism,B,2
2021S001385    ,Motorcycle,B,2
2021S001460    ,Tourism,B,2
2022S006334    ,Tourism,B,2
2022S004032    ,Tourism,B,2
2021S004775    ,Tourism,B,2
2021S002492    ,Motorcycle,A2,2
2022S004997    ,Motorcycle,A,2
2022S005095    ,Tourism,B,2
2021S000491    ,Tourism,B,2
2022S003989    ,Motorcycle,A2,2
2021S002040    ,Motorcycle,A,2
2021S002475    ,Tourism,B,2
2022S004828    ,Motorcycle,A2,2
2022S000800    ,Ciclomotor,A,2
2022S007965    ,Tourism,B,2
2022S005105    ,Van,B,2
2022S005637    ,Ciclomotor,AM,2
2022S001013    ,Tourism,B,2
2021S006025    ,Ciclomotor,B,2
2022S004678    ,Tourism,B,2
2022S007546    ,Motorcycle,B,2
2021S001549    ,Tourism,B,2
2022S006820    ,Motorcycle,A2,2
2022S002104    ,Tourism,B,2
2021S006603    ,Tourism,B,2
2022S004994    ,Tourism,B,2
2022S006473    ,Motorcycle,B,2
2021S000530    ,Tourism,B,2
2021S005837    ,Motorcycle,B,2
2022S005018    ,Ciclomotor,B,2
2021S000530    ,Tourism,B,2
2022S002536    ,Motorcycle,A,2
2022S001302    ,Tourism,B,2
2022S000603    ,Motorcycle,A,2
2021S006955    ,Tourism,B,2
2021S001861    ,Van,B,2
2021S006327    ,Tourism,B,2
2022S005875    ,Van,B,2
2022S006464    ,Tourism,B,2
2022S004310    ,Tourism,B,2
2022S006679    ,Tourism,B,2
2021S007076    ,Tourism,B,2
2022S006972    ,Tourism,B,2
