Numero_expedient,Descripcio_causa_mediata
2022S002652    ,No hi ha causa mediata
2022S002636    ,No hi ha causa mediata
2022S002638    ,No hi ha causa mediata
2022S002639    ,No hi ha causa mediata
2022S002641    ,No hi ha causa mediata
2022S002632    ,No hi ha causa mediata
2022S002630    ,Alcoholèmia
2022S002647    ,No hi ha causa mediata
2022S002631    ,No hi ha causa mediata
2022S002651    ,No hi ha causa mediata
2022S002634    ,No hi ha causa mediata
2022S002644    ,No hi ha causa mediata
2022S002637    ,No hi ha causa mediata
2022S002650    ,No hi ha causa mediata
2022S002642    ,No hi ha causa mediata
2022S002645    ,No hi ha causa mediata
2022S002640    ,No hi ha causa mediata
2022S002643    ,No hi ha causa mediata
2022S002646    ,No hi ha causa mediata
2022S002659    ,No hi ha causa mediata
2022S002691    ,No hi ha causa mediata
2022S002763    ,No hi ha causa mediata
2022S002672    ,No hi ha causa mediata
2022S002664    ,No hi ha causa mediata
2022S002657    ,No hi ha causa mediata
2022S002656    ,No hi ha causa mediata
2022S002661    ,No hi ha causa mediata
2022S002676    ,No hi ha causa mediata
2022S002666    ,No hi ha causa mediata
2022S002665    ,No hi ha causa mediata
2022S002658    ,No hi ha causa mediata
2022S002660    ,No hi ha causa mediata
2022S002662    ,No hi ha causa mediata
2022S002687    ,No hi ha causa mediata
2022S002675    ,No hi ha causa mediata
2022S002678    ,No hi ha causa mediata
2022S002670    ,No hi ha causa mediata
2022S002677    ,No hi ha causa mediata
2022S002655    ,No hi ha causa mediata
2022S002653    ,No hi ha causa mediata
2022S002679    ,No hi ha causa mediata
2022S002667    ,No hi ha causa mediata
2022S002668    ,No hi ha causa mediata
2022S002671    ,No hi ha causa mediata
2022S002680    ,No hi ha causa mediata
2022S002674    ,No hi ha causa mediata
2022S002673    ,No hi ha causa mediata
2022S002663    ,No hi ha causa mediata
2022S002654    ,No hi ha causa mediata
2022S002683    ,No hi ha causa mediata
2022S002669    ,No hi ha causa mediata
2022S002698    ,No hi ha causa mediata
2022S002706    ,No hi ha causa mediata
2022S002693    ,No hi ha causa mediata
2022S002681    ,No hi ha causa mediata
2022S002696    ,No hi ha causa mediata
2022S002742    ,No hi ha causa mediata
2022S002694    ,No hi ha causa mediata
2022S002701    ,No hi ha causa mediata
2022S002692    ,No hi ha causa mediata
2022S002685    ,No hi ha causa mediata
2022S002703    ,No hi ha causa mediata
2022S002689    ,No hi ha causa mediata
2022S002697    ,No hi ha causa mediata
2022S002700    ,No hi ha causa mediata
2022S002713    ,No hi ha causa mediata
2022S002704    ,No hi ha causa mediata
2022S002719    ,No hi ha causa mediata
2022S002684    ,No hi ha causa mediata
2022S002707    ,No hi ha causa mediata
2022S002705    ,No hi ha causa mediata
2022S002708    ,No hi ha causa mediata
2022S002690    ,No hi ha causa mediata
2022S002702    ,No hi ha causa mediata
2022S002686    ,No hi ha causa mediata
2022S002695    ,No hi ha causa mediata
2022S002682    ,Alcoholèmia
2022S002699    ,No hi ha causa mediata
2022S002722    ,No hi ha causa mediata
2022S002710    ,No hi ha causa mediata
2022S002711    ,Alcoholèmia
2022S002721    ,No hi ha causa mediata
2022S002714    ,No hi ha causa mediata
2022S002730    ,No hi ha causa mediata
2022S002717    ,No hi ha causa mediata
2022S002729    ,No hi ha causa mediata
2022S002720    ,No hi ha causa mediata
2022S002712    ,No hi ha causa mediata
2022S002725    ,No hi ha causa mediata
2022S002737    ,No hi ha causa mediata
2022S002728    ,No hi ha causa mediata
2022S002724    ,No hi ha causa mediata
2022S002726    ,No hi ha causa mediata
2022S002731    ,Excés de velocitat o inadequada
2022S002715    ,No hi ha causa mediata
2022S002718    ,No hi ha causa mediata
2022S002716    ,Alcoholèmia
2022S002727    ,No hi ha causa mediata
2022S002723    ,No hi ha causa mediata
2022S002709    ,Alcoholèmia
2022S002736    ,Alcoholèmia
2022S002738    ,No hi ha causa mediata
2022S002732    ,Alcoholèmia
2022S002740    ,No hi ha causa mediata
2022S002743    ,No hi ha causa mediata
2022S002759    ,No hi ha causa mediata
2022S002745    ,No hi ha causa mediata
2022S002746    ,No hi ha causa mediata
2022S002741    ,No hi ha causa mediata
2022S002739    ,No hi ha causa mediata
2022S002735    ,No hi ha causa mediata
2022S002748    ,No hi ha causa mediata
2022S002734    ,No hi ha causa mediata
2022S002744    ,No hi ha causa mediata
2022S002733    ,No hi ha causa mediata
2022S002750    ,No hi ha causa mediata
2022S002749    ,No hi ha causa mediata
2022S002770    ,No hi ha causa mediata
2022S002764    ,No hi ha causa mediata
2022S002771    ,No hi ha causa mediata
2022S002776    ,No hi ha causa mediata
2022S002762    ,No hi ha causa mediata
2022S002766    ,No hi ha causa mediata
2022S002777    ,No hi ha causa mediata
2022S002774    ,No hi ha causa mediata
2022S002773    ,No hi ha causa mediata
2022S002758    ,No hi ha causa mediata
2022S002769    ,No hi ha causa mediata
2022S002752    ,Alcoholèmia
2022S002761    ,No hi ha causa mediata
2022S002768    ,No hi ha causa mediata
2022S002751    ,Alcoholèmia
2022S002756    ,No hi ha causa mediata
2022S002772    ,No hi ha causa mediata
2022S002633    ,No hi ha causa mediata
2022S002754    ,No hi ha causa mediata
2022S002815    ,No hi ha causa mediata
2022S002775    ,No hi ha causa mediata
2022S002757    ,No hi ha causa mediata
2022S002765    ,No hi ha causa mediata
2022S002760    ,No hi ha causa mediata
2022S002747    ,Alcoholèmia
2022S002767    ,No hi ha causa mediata
2022S002753    ,Calçada en mal estat
2022S002755    ,No hi ha causa mediata
2022S002780    ,No hi ha causa mediata
2022S002787    ,No hi ha causa mediata
2022S002786    ,No hi ha causa mediata
2022S002782    ,No hi ha causa mediata
2022S002791    ,No hi ha causa mediata
2022S002798    ,No hi ha causa mediata
2022S002795    ,No hi ha causa mediata
2022S002804    ,No hi ha causa mediata
2022S002779    ,No hi ha causa mediata
2022S002800    ,No hi ha causa mediata
2022S002794    ,No hi ha causa mediata
2022S002818    ,No hi ha causa mediata
2022S002784    ,No hi ha causa mediata
2022S002816    ,No hi ha causa mediata
2022S002783    ,Excés de velocitat o inadequada
2022S002778    ,No hi ha causa mediata
2022S002801    ,No hi ha causa mediata
2022S002790    ,No hi ha causa mediata
2022S002808    ,No hi ha causa mediata
2022S002788    ,No hi ha causa mediata
2022S002796    ,No hi ha causa mediata
2022S002785    ,No hi ha causa mediata
2022S002799    ,No hi ha causa mediata
2022S002792    ,No hi ha causa mediata
2022S002793    ,No hi ha causa mediata
2022S002797    ,No hi ha causa mediata
2022S002802    ,No hi ha causa mediata
2022S002805    ,No hi ha causa mediata
2022S002781    ,No hi ha causa mediata
2022S002789    ,No hi ha causa mediata
2022S002839    ,No hi ha causa mediata
2022S002822    ,No hi ha causa mediata
2022S002827    ,No hi ha causa mediata
2022S002814    ,No hi ha causa mediata
2022S002819    ,No hi ha causa mediata
2022S002835    ,No hi ha causa mediata
2022S002823    ,No hi ha causa mediata
2022S002809    ,No hi ha causa mediata
2022S002829    ,No hi ha causa mediata
2022S002824    ,No hi ha causa mediata
2022S002828    ,No hi ha causa mediata
2022S004221    ,No hi ha causa mediata
2022S002843    ,No hi ha causa mediata
2022S002872    ,No hi ha causa mediata
2022S002826    ,No hi ha causa mediata
2022S002830    ,No hi ha causa mediata
2022S002813    ,No hi ha causa mediata
2022S002810    ,No hi ha causa mediata
2022S002825    ,No hi ha causa mediata
2022S002831    ,No hi ha causa mediata
2022S002812    ,No hi ha causa mediata
2022S002832    ,No hi ha causa mediata
2022S002821    ,No hi ha causa mediata
2022S002806    ,No hi ha causa mediata
2022S002820    ,No hi ha causa mediata
2022S002811    ,No hi ha causa mediata
2022S002859    ,No hi ha causa mediata
2022S002803    ,No hi ha causa mediata
2022S002834    ,Objectes o animals a la calçada
2022S002817    ,No hi ha causa mediata
2022S002807    ,No hi ha causa mediata
2022S002837    ,No hi ha causa mediata
2022S002848    ,No hi ha causa mediata
2022S002852    ,No hi ha causa mediata
2022S002857    ,No hi ha causa mediata
2022S002858    ,No hi ha causa mediata
2022S002862    ,No hi ha causa mediata
2022S002849    ,No hi ha causa mediata
2022S002864    ,No hi ha causa mediata
2022S002863    ,No hi ha causa mediata
2022S002847    ,Objectes o animals a la calçada
2022S002844    ,No hi ha causa mediata
2022S002851    ,No hi ha causa mediata
2022S002841    ,No hi ha causa mediata
2022S002845    ,No hi ha causa mediata
2022S002840    ,No hi ha causa mediata
2022S002842    ,No hi ha causa mediata
2022S002838    ,No hi ha causa mediata
2022S002860    ,No hi ha causa mediata
2022S002833    ,No hi ha causa mediata
2022S002855    ,No hi ha causa mediata
2022S002861    ,No hi ha causa mediata
2022S003262    ,No hi ha causa mediata
2022S002854    ,No hi ha causa mediata
2022S002856    ,No hi ha causa mediata
2022S002853    ,No hi ha causa mediata
2022S002846    ,No hi ha causa mediata
2022S002836    ,No hi ha causa mediata
2022S002869    ,No hi ha causa mediata
2022S002871    ,No hi ha causa mediata
2022S002867    ,No hi ha causa mediata
2022S002875    ,No hi ha causa mediata
2022S002894    ,No hi ha causa mediata
2022S002891    ,No hi ha causa mediata
2022S002880    ,No hi ha causa mediata
2022S002868    ,No hi ha causa mediata
2022S002865    ,No hi ha causa mediata
2022S002866    ,No hi ha causa mediata
2022S002892    ,No hi ha causa mediata
2022S002885    ,No hi ha causa mediata
2022S002879    ,No hi ha causa mediata
2022S002873    ,No hi ha causa mediata
2022S002878    ,No hi ha causa mediata
2022S002882    ,Alcoholèmia
2022S002881    ,No hi ha causa mediata
2022S002889    ,No hi ha causa mediata
2022S002884    ,No hi ha causa mediata
2022S002876    ,No hi ha causa mediata
2022S002874    ,No hi ha causa mediata
2022S002886    ,No hi ha causa mediata
2022S002887    ,No hi ha causa mediata
2022S002883    ,No hi ha causa mediata
2022S002870    ,No hi ha causa mediata
2022S002877    ,No hi ha causa mediata
2022S002890    ,No hi ha causa mediata
2022S002888    ,No hi ha causa mediata
2022S002897    ,No hi ha causa mediata
2022S002916    ,No hi ha causa mediata
2022S002911    ,No hi ha causa mediata
2022S002912    ,No hi ha causa mediata
2022S002893    ,No hi ha causa mediata
2022S002915    ,No hi ha causa mediata
2022S002900    ,No hi ha causa mediata
2022S002896    ,Excés de velocitat o inadequada
2022S002901    ,No hi ha causa mediata
2022S002899    ,No hi ha causa mediata
2022S002905    ,No hi ha causa mediata
2022S002913    ,No hi ha causa mediata
2022S002920    ,No hi ha causa mediata
2022S002908    ,Alcoholèmia
2022S002910    ,No hi ha causa mediata
2022S002895    ,Alcoholèmia
2022S002907    ,No hi ha causa mediata
2022S002909    ,No hi ha causa mediata
2022S002902    ,No hi ha causa mediata
2022S002914    ,No hi ha causa mediata
2022S002918    ,No hi ha causa mediata
2022S002904    ,No hi ha causa mediata
2022S002898    ,No hi ha causa mediata
2022S002922    ,No hi ha causa mediata
2022S002906    ,No hi ha causa mediata
2022S002903    ,No hi ha causa mediata
2022S002917    ,No hi ha causa mediata
2022S002932    ,No hi ha causa mediata
2022S002998    ,No hi ha causa mediata
2022S002919    ,Alcoholèmia
2022S002921    ,No hi ha causa mediata
2022S002927    ,No hi ha causa mediata
2022S002925    ,Alcoholèmia
2022S002926    ,No hi ha causa mediata
2022S003314    ,No hi ha causa mediata
2022S002924    ,No hi ha causa mediata
2022S002923    ,Excés de velocitat o inadequada
2022S002956    ,No hi ha causa mediata
2022S002967    ,No hi ha causa mediata
2022S002935    ,No hi ha causa mediata
2022S002949    ,No hi ha causa mediata
2022S002933    ,No hi ha causa mediata
2022S002936    ,No hi ha causa mediata
2022S002951    ,No hi ha causa mediata
2022S002953    ,No hi ha causa mediata
2022S002940    ,No hi ha causa mediata
2022S002974    ,No hi ha causa mediata
2022S002950    ,No hi ha causa mediata
2022S002945    ,No hi ha causa mediata
2022S002947    ,No hi ha causa mediata
2022S002941    ,No hi ha causa mediata
2022S002952    ,No hi ha causa mediata
2022S002958    ,Alcoholèmia
2022S002931    ,Calçada en mal estat
2022S002937    ,No hi ha causa mediata
2022S002930    ,No hi ha causa mediata
2022S002955    ,No hi ha causa mediata
2022S002954    ,No hi ha causa mediata
2022S002943    ,No hi ha causa mediata
2022S002959    ,No hi ha causa mediata
2022S002929    ,No hi ha causa mediata
2022S002928    ,No hi ha causa mediata
2022S002938    ,No hi ha causa mediata
2022S002944    ,No hi ha causa mediata
2022S002946    ,No hi ha causa mediata
2022S002948    ,No hi ha causa mediata
2022S002942    ,No hi ha causa mediata
2022S002934    ,No hi ha causa mediata
2022S002939    ,No hi ha causa mediata
2022S002982    ,No hi ha causa mediata
2022S002975    ,No hi ha causa mediata
2022S002987    ,No hi ha causa mediata
2022S002963    ,No hi ha causa mediata
2022S002979    ,No hi ha causa mediata
2022S002986    ,No hi ha causa mediata
2022S002957    ,No hi ha causa mediata
2022S002985    ,No hi ha causa mediata
2022S002965    ,No hi ha causa mediata
2022S002962    ,No hi ha causa mediata
2022S002983    ,No hi ha causa mediata
2022S002969    ,No hi ha causa mediata
2022S002971    ,No hi ha causa mediata
2022S002966    ,No hi ha causa mediata
2022S002976    ,No hi ha causa mediata
2022S002970    ,No hi ha causa mediata
2022S002972    ,No hi ha causa mediata
2022S002981    ,No hi ha causa mediata
2022S002960    ,No hi ha causa mediata
2022S002978    ,No hi ha causa mediata
2022S002961    ,No hi ha causa mediata
2022S002964    ,No hi ha causa mediata
2022S002977    ,No hi ha causa mediata
2022S002973    ,No hi ha causa mediata
2022S002980    ,No hi ha causa mediata
2022S002984    ,No hi ha causa mediata
2022S003001    ,No hi ha causa mediata
2022S003000    ,No hi ha causa mediata
2022S002993    ,No hi ha causa mediata
2022S003003    ,No hi ha causa mediata
2022S003010    ,No hi ha causa mediata
2022S003007    ,No hi ha causa mediata
2022S002999    ,No hi ha causa mediata
2022S003006    ,No hi ha causa mediata
2022S002997    ,No hi ha causa mediata
2022S002968    ,No hi ha causa mediata
2022S002994    ,No hi ha causa mediata
2022S002988    ,No hi ha causa mediata
2022S003005    ,No hi ha causa mediata
2022S002996    ,No hi ha causa mediata
2022S003002    ,No hi ha causa mediata
2022S003018    ,No hi ha causa mediata
2022S002990    ,No hi ha causa mediata
2022S002992    ,No hi ha causa mediata
2022S003009    ,No hi ha causa mediata
2022S003004    ,No hi ha causa mediata
2022S003008    ,No hi ha causa mediata
2022S002991    ,No hi ha causa mediata
2022S002995    ,No hi ha causa mediata
2022S002989    ,No hi ha causa mediata
2022S003031    ,No hi ha causa mediata
2022S003024    ,No hi ha causa mediata
2022S003025    ,No hi ha causa mediata
2022S003022    ,Alcoholèmia
2022S003023    ,No hi ha causa mediata
2022S003021    ,No hi ha causa mediata
2022S003034    ,No hi ha causa mediata
2022S003011    ,No hi ha causa mediata
2022S003020    ,No hi ha causa mediata
2022S003027    ,No hi ha causa mediata
2022S003074    ,No hi ha causa mediata
2022S003026    ,No hi ha causa mediata
2022S003012    ,No hi ha causa mediata
2022S003019    ,No hi ha causa mediata
2022S003017    ,No hi ha causa mediata
2022S003013    ,No hi ha causa mediata
2022S003014    ,No hi ha causa mediata
2022S003015    ,No hi ha causa mediata
