Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_Lloc_atropellament_vianant,Descripcio_Motiu_desplaçament_vianant,Descripcio_Motiu_desplaçament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Dia,Holiday,Accidents,Franja_horaria,Dies_Festa,Ponts,Estació,Estacio
2022S001795    ,7,Horta-Guinardó,33,el Baix Guinardó,297001,Sant Antoni Maria Claret,0163 0165,Dilluns,2022,3,Març,28,Tarda,16,Creuar per fora pas de vianants,Motocicleta,Home,21,Vianant,Fora del pas                                                                                                                                          ,Oci i entreteniment,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431057.95,4584924.54,2022-03-28,Not Holiday,2022S001795    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001781    ,4,Les Corts,19,les Corts,320704,Sarrià,0069 0069,Dilluns,2022,3,Març,28,Tarda,17,No és causa del  vianant,Turisme,Home,2,Vianant,A la vorera / Andana                                                                                                                                  ,Oci i entreteniment,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,428218.2,4582701.7,2022-03-28,Not Holiday,2022S001781    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001782    ,7,Horta-Guinardó,36,la Font d'en Fargues,194406,Maragall,0299 0307,Dilluns,2022,3,Març,28,Tarda,17,No és causa del  vianant,Autobús,Dona,66,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430779.88,4586687.17,2022-03-28,Not Holiday,2022S001782    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001785    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),0007S0000,Dilluns,2022,3,Març,28,Tarda,18,No és causa del  vianant,Turisme,Dona,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427161.76,4584990.87,2022-03-28,Not Holiday,2022S001785    ,Tarda,False,Res,Hivern,Primavera
2022S001786    ,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,0046 0046,Dilluns,2022,3,Març,28,Tarda,18,No és causa del  vianant,Autobús,Dona,71,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,429587.87,4583604.65,2022-03-28,Not Holiday,2022S001786    ,Tarda,False,Res,Hivern,Primavera
2022S001790    ,7,Horta-Guinardó,37,el Carmel,101201,Doctor Bové,0114B0114B,Dilluns,2022,3,Març,28,Tarda,21,No és causa del  vianant,Motocicleta,Dona,32,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429950.8,4586025.99,2022-03-28,Not Holiday,2022S001790    ,Tarda,False,Res,Hivern,Primavera
2022S001789    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0061 0061,Dimarts,2022,3,Març,29,Nit,1,No és causa del  vianant,Turisme,Dona,77,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430144.94,4582933.04,2022-03-29,Not Holiday,2022S001789    ,Oci,False,Res,Hivern,Primavera
2022S001792    ,2,Eixample,5,el Fort Pienc,178308,Lepant,0188B0188B,Dimarts,2022,3,Març,29,Nit,5,No és causa del  vianant,Motocicleta,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431737.46,4583730.04,2022-03-29,Not Holiday,2022S001792    ,Matinada,False,Res,Hivern,Primavera
2022S001791    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),860000,Dimarts,2022,3,Març,29,Matí,6,No és causa del  vianant,Motocicleta,Dona,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432972.61,4582415.18,2022-03-29,Not Holiday,2022S001791    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001793    ,4,Les Corts,20,la Maternitat i Sant Ramon,244300,Pius XII,0005 0005,Dimarts,2022,3,Març,29,Matí,8,No és causa del  vianant,Motocicleta,Home,57,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,426715.33,4582243.37,2022-03-29,Not Holiday,2022S001793    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001794    ,4,Les Corts,19,les Corts,144601,Diagonal,0609 0615,Dimarts,2022,3,Març,29,Matí,9,No és causa del  vianant,Motocicleta,Home,61,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Rebutja assistència sanitària,427253.12,4582427.17,2022-03-29,Not Holiday,2022S001794    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001796    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,101904,Doctor Fleming,0004 0004,Dimarts,2022,3,Març,29,Matí,11,No és causa del  vianant,Motocicleta,Dona,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,427894.0,4582824.91,2022-03-29,Not Holiday,2022S001796    ,Matí,False,Res,Hivern,Primavera
2022S001797    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,701869,Irena Sendler,0026 0026,Dimarts,2022,3,Març,29,Matí,12,No és causa del  vianant,Furgoneta,Home,84,Vianant,Altres                                                                                                                                                ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432350.15,4583979.31,2022-03-29,Not Holiday,2022S001797    ,Matí,False,Res,Hivern,Primavera
2022S001798    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,123408,Lesseps,0030 0030,Dimarts,2022,3,Març,29,Matí,12,Creuar per fora pas de vianants,Taxi,Dona,67,Vianant,Fora del pas                                                                                                                                          ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,429011.31,4584400.97,2022-03-29,Not Holiday,2022S001798    ,Matí,False,Res,Hivern,Primavera
2022S001799    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0580 0580,Dimarts,2022,3,Març,29,Tarda,14,No és causa del  vianant,Tot terreny,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Rebutja assistència sanitària,428867.36,4583035.93,2022-03-29,Not Holiday,2022S001799    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001800    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,0129 0131,Dimarts,2022,3,Març,29,Tarda,14,No és causa del  vianant,Turisme,Dona,62,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429482.55,4582258.33,2022-03-29,Not Holiday,2022S001800    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001801    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0514 0514,Dimarts,2022,3,Març,29,Tarda,14,No és causa del  vianant,Bicicleta,Dona,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429312.19,4583180.97,2022-03-29,Not Holiday,2022S001801    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001802    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0790 0790,Dimarts,2022,3,Març,29,Tarda,17,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,431743.43,4583649.58,2022-03-29,Not Holiday,2022S001802    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001803    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner,0367 0369,Dimarts,2022,3,Març,29,Tarda,17,No és causa del  vianant,Motocicleta,Dona,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428445.22,4583607.41,2022-03-29,Not Holiday,2022S001803    ,Sortida Feina,False,Res,Hivern,Primavera
2022S001804    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València,0192 0192,Dimarts,2022,3,Març,29,Tarda,18,Desobeir el senyal del semàfor,Motocicleta,Dona,30,Vianant,En pas regulat per semàfor                                                                                                                            ,In itinere,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,429667.58,4582408.78,2022-03-29,Not Holiday,2022S001804    ,Tarda,False,Res,Hivern,Primavera
2022S001807    ,8,Nou Barris,53,la Trinitat Nova,4409,Aiguablava,0119X0119X,Dimarts,2022,3,Març,29,Tarda,18,No és causa del  vianant,Ciclomotor,Dona,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432153.41,4589561.55,2022-03-29,Not Holiday,2022S001807    ,Tarda,False,Res,Hivern,Primavera
2022S001806    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0318 0324,Dimarts,2022,3,Març,29,Tarda,19,No és causa del  vianant,Bicicleta,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430653.57,4583180.95,2022-03-29,Not Holiday,2022S001806    ,Tarda,False,Res,Hivern,Primavera
2022S001843    ,2,Eixample,7,la Dreta de l'Eixample,286504,Roger de Flor,0173 0173,Dimarts,2022,3,Març,29,Tarda,21,No és causa del  vianant,Motocicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430862.81,4583620.03,2022-03-29,Not Holiday,2022S001843    ,Tarda,False,Res,Hivern,Primavera
2022S001808    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0032 0032,Dimarts,2022,3,Març,29,Nit,22,Desobeir el senyal del semàfor,Motocicleta,Home,45,Conductor,En pas regulat per semàfor                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431204.64,4583204.46,2022-03-29,Not Holiday,2022S001808    ,Oci,False,Res,Hivern,Primavera
2022S001748    ,9,Sant Andreu,59,el Bon Pastor,701266,Litoral (Llobregat),120000,Dimecres,2022,3,Març,30,Matí,7,No és causa del  vianant,Motocicleta,Dona,53,Vianant,En pas regulat per semàfor                                                                                                                            ,Es desconeix,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,433786.11,4588459.82,2022-03-30,Not Holiday,2022S001748    ,Entrada Feina,False,Res,Hivern,Primavera
2022S001809    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0092 0092,Dimecres,2022,3,Març,30,Matí,8,No és causa del  vianant,Motocicleta,Home,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,434329.03,4585487.52,2022-03-30,Not Holiday,2022S001809    ,Entrada Feina,False,Res,Hivern,Primavera
